Date,Team 1,Team 2,Venue (wrt Team 1),Predicted Spread,DK Line (Time of Bet),Closing Line,Actual Score,Units Risked,Error,Vegas Error,CLV,W/L,Payoff
2/15/2026,IU Indy,Purdue Fort Wayne,A,Purdue Fort Wayne -4.04,IU Indy +6.5 (-105),IU Indy +6.5,"83-78, Purdue Fort Wayne",0,0.96,1.5,0,WIN,0
2/15/2026,Wright St.,Cleveland St.,A,Wright St. -9.63,Wright St. -6.5 (-115),Wright St. -7,"102-90, Wright St.",1.04,2.37,5,0.5,WIN,0.904347826
2/15/2026,Siena,Marist,A,Marist -3.1,Marist -1.5 (-115),Marist -1.5,"67-63, Siena",0,7.1,5.5,0,LOSS,0
2/15/2026,Fairfield,Saint Peter's,A,Saint Peter's -4.08,Saint Peter's -3.5 (-115),Saint Peter's -3.5,"83-74, Saint Peter's",0,4.92,5.5,0,WIN,0
2/15/2026,Iona,Niagara,A,Iona -3.69,Niagara +5.5 (-112),Niagara +5.5,"70-68, Niagara",0,5.69,7.5,0,WIN,0
2/15/2026,Rider,Sacred Heart,A,Sacred Heart -8.9,Rider +9.5 (-118),Rider +9,"86-75, Sacred Heart",0,2.1,2,0.5,LOSS,0
2/15/2026,Illinois St.,Illinois Chicago,A,Illinois Chicago -0.09,Illinois Chicago +1.5 (-122),Illinois Chicago -1,"83-56, Illinois Chicago",0,26.91,26,2.5,WIN,0
2/15/2026,Green Bay,Milwaukee,A,Milwaukee -0.33,Green Bay +2.5 (-112),Green Bay +2,"75-72, Milwaukee",0,2.67,1,0.5,LOSS,0
2/15/2026,Drake,Northern iowa,A,Northern Iowa -9.79,Northern Iowa -9.5 (-115),Northern Iowa -9.5,"86-62, Northern Iowa",0,14.21,14.5,0,WIN,0
2/15/2026,Davidson,Dayton,A,Dayton -4.01,Davidson +4.5 (-112),Davidson +4.5,"70-59, Dayton",0,6.99,6.5,0,LOSS,0
2/15/2026,Eastern Kentucky,North Alabama,A,Eastern Kentucky -2.89,North Alabama +4.5 (-112),North Alabama +4.5,"84-78, North Alabama",0,8.89,10.5,0,WIN,0
2/15/2026,Charleston  ,Campbell,A,Campbell -4.3,Campbell -1.5 (-115),Campbell -1.5,"62-57, Charleston",1.04,9.3,6.5,0,LOSS,-1.04
2/15/2026,Belmont,Murray St.,A,Murray St. -2.23,Murray St. -1.5 (-108),Murray St. +1.5,"87-70, Belmont",0,19.23,15.5,-3,LOSS,0
2/15/2026,Seton Hall,Butler,A,Butler -2.88,Butler +0 (+114),Butler +4.5,"63-56, Seton Hall",1.04,9.88,2.5,-4.5,LOSS,-1.04
2/15/2026,San Francisco,San Diego  ,A,San Francisco -3.39,San Diego +4.5 (-112),San Diego +5.5,"92-79, San Francisco",0,9.61,7.5,-1,LOSS,0
2/15/2026,Towson,Monmouth,A,Monmouth -1.84,Monmouth -1.5 (-112),Monmouth -1,"72-71, Monmouth",0,0.84,0,-0.5,LOSS,0
2/15/2026,Oregon St.,Seattle,A,Seattle -6.79,Seattle -6.5 (-105),Seattle -6.5,"60-50, Seattle",0,3.21,3.5,0,WIN,0
2/16/2026,Southeastern Louisiana,East Texas A&M,A,East Texas A&M -1.12,Southeastern Louisiana +1.5 (-112),Southeastern Louisiana +1.5,"70-53, East Texas A&M",0,15.88,15.5,0,LOSS,0
2/16/2026,Louisiana,Old Dominion,A,Old Dominion -4.41,Louisiana +6.5 (-115),Louisiana +6,"83-72, Old Dominion",0,6.59,5,0.5,LOSS,0
2/16/2026,Colgate,Boston University,A,Boston University -0.21,Boston University +1.5 (-108),Boston University +2,"85-58, Boston University ",0,26.79,29,-0.5,WIN,0
2/16/2026,Syracuse,Duke,A,Duke -17.23,Syracuse +20.5 (-112),Syracuse +20.5,"101-64, Duke",1.02,19.77,16.5,0,LOSS,-1.02
2/16/2026,South Alabama,Marshall,A,Marshall -3.36,South Alabama +3.5 (-105),South Alabama +6.5,"84-80, Marshall",0,0.64,2.5,-3,LOSS,0
2/16/2026,Grambling St.,Prairie View A&M,A,Grambling St. -2.02,Prairie View A&M +2.5 (-108),Prairie View A&M +1.5,"68-63, Prairie View A&M",0,7.02,6.5,1,WIN,0
2/16/2026,Bethune Cookman,Jackson St.,A,Bethune Cookman -5.65,Bethune Cookman -5.5 (-108),Bethune Cookman -4.5,"91-86, Jackson St.",0,10.65,9.5,-1,LOSS,0
2/16/2026,Norfolk St.,Maryland Eastern Shore,A,Maryland Eastern Shore -0.38,Maryland Eastern Shore +1.5 (-112),Maryland Eastern Shore +2,"70-66, Norfolk St.",0,4.38,2,-0.5,LOSS,0
2/16/2026,Wagner,LIU,A,LIU -9.74,LIU -9.5 (-115),LIU -10.5,"83-65, LIU",0,8.26,7.5,1,WIN,0
2/16/2026,Morgan St.,North Carolina Central,A,North Carolina Central -4.35,Morgan St. +5.5 (-115),Morgan St. +5,"80-76, North Carolina Central",0,0.35,1,0.5,WIN,0
2/16/2026,Howard,Delaware St.,A,Howard -9.71,Delaware St. +10.5 (-105),Delaware St. +11,"91-59, Howard",0,22.29,21,-0.5,LOSS,0
2/16/2026,Coppin St.,South Carolina St.,A,South Carolina St. -5.24,Coppin St. +5.5 (-118),Coppin St. +4.5,"59-57, Coppin St.",0,7.24,6.5,1,WIN,0
2/16/2026,Mississippi Valley St.,Alabama St.,A,Alabama St. -16.84,Alabama St. -14.5 (-115),Alabama St. -16.5,"92-55, Alabama St.",0,20.16,20.5,2,WIN,0
2/16/2026,New Orleans,Incarnate Word,A,New Orleans -0.98,New Orleans +2.5 (-105),New Orleans +2.5,"78-64, New Orleans",1.02,13.02,16.5,0,WIN,0.971428571
2/16/2026,Lamar,UT Rio Grande Valley,A,UT Rio Grande Valley -5.96,UT Rio Grande Valley -5.5 (-115),UT Rio Grande Valley -6,"70-65, UT Rio Grande Valley",0,0.96,1,0.5,LOSS,0
2/16/2026,McNeese St.,Northwestern St.,A,McNeese St. -12.42,Northwestern St. +13.5 (-105),Northwestern St. +14.5,"75-64, McNeese St.",0,1.42,3.5,-1,WIN,0
2/16/2026,Stephen F. Austin,Texas A&M Corpus Chris,A,Stephen F. Austin -4.63,Texas A&M Corpus Chris +5.5 (-115),Texas A&M Corpus Chris +5.5,"78-68, Stephen F. Austin",0,5.37,4.5,0,LOSS,0
2/16/2026,Southern,Texas Southern,A,Southern -1.98,Texas Southern +2.5 (-115),Texas Southern +4.5,"74-73, Texas Southern",0,2.98,5.5,-2,WIN,0
2/16/2026,Nicholls St.,Houston Christian,A,Nicholls St. -0.93,Houston Christian +1.5 (-122),Houston Christian -1.5,"72-68, Houston Christian",0,4.93,2.5,3,WIN,0
2/16/2026,Drexel,Stony Brook,A,Stony Brook -3.34,Drexel +3.5 (-102),Drexel +3,"72-69, Stony Brook",0,0.34,0,0.5,WIN,0
2/16/2026,Arkansas Pine Bluff,Alabama A&M,A,Alabama A&M -3.1,Arkansas Pine Bluff +3.5 (-108),Arkansas Pine Bluff +3,"82-70, Alabama A&M",0,8.9,9,0.5,LOSS,0
2/16/2026,Abilene Christian,Tarleton St.,A,Tarleton St. -3.83,Tarleton St. -1.5 (-110),Tarleton St. +1,"65-62, Tarleton St.",0,0.83,4,-2.5,WIN,0
2/16/2026,Florida A&M,Alcorn St.,A,Florida A&M -1.58,Florida A&M +1.5 (-122),Florida A&M -1.5,"86-78, Florida A&M",1.02,6.42,6.5,3,WIN,0.836065574
2/16/2026,Houston,Iowa St.,A,Iowa St. -0.41,Houston +2.5 (-110),Houston +2.5,"70-67, Iowa St.",0,2.59,0.5,0,LOSS,0
2/17/2026,Boston College,Florida St.,A,Florida St. -9.73,Boston College +11.5 (-110),Boston College +11.5,"80-72, Florida St.",0,1.73,3.5,0,WIN,0
2/17/2026,Gardner Webb,Charleston Southern,A,Charleston Southern -17.66,Charleston Southern -17.5 (-110),Charleston Southern -16.5,"75-66, Charleston Southern",0,8.66,7.5,-1,LOSS,0
2/17/2026,Michigan,Purdue  ,A,Michigan -0.57,Purdue +2.5 (-115),Purdue +2.5,"91-80, Michigan",0,10.43,8.5,0,LOSS,0
2/17/2026,Villanova,Xavier,A,Villanova -6.04,Villanova -4.5 (-115),Villanova -4.5,"92-89, Villanova",0,3.04,1.5,0,LOSS,0
2/17/2026,Central Michigan,Eastern Michigan,A,Eastern Michigan -5.42,Eastern Michigan -4.5 (-112),Eastern Michigan -4.5,"66-54, Eastern Michigan",0,6.58,7.5,0,WIN,0
2/17/2026,Northern Illinois,Buffalo,A,Buffalo -9.58,Buffalo -9.5 (+100),Buffalo -9,"72-70, Northern Illinois",0,11.58,11,-0.5,LOSS,0
2/17/2026,Louisville,SMU,A,Louisville -3.74,Louisville -3.5 (-112),Louisville -4,"95-85, SMU",0,13.74,14,0.5,LOSS,0
2/17/2026,North Carolina,N.C. State,A,N.C. State -0.29,North Carolina +6.5 (-112),North Carolina +8,"82-58, N.C. State",0,23.71,16,-1.5,LOSS,0
2/17/2026,TCU,UCF,A,UCF -2.03,TCU +2.5 (-118),TCU -1,"82-71, UCF",0,8.97,12,3.5,LOSS,0
2/17/2026,Miami OH,Massachusetts,A,Miami OH -4.13,Miami OH -3.5 (-105),Miami OH -3,"86-77, Miami OH",0,4.87,6,-0.5,WIN,0
2/17/2026,South Carolina,Florida,A,Florida -22.5,South Carolina +23.5 (-112),South Carolina +23,"76-62, Florida",0,8.5,9,0.5,WIN,0
2/17/2026,Saint Louis,Rhode Island,A,Saint Louis -7.53,Rhode Island +10.5 (-108),Rhode Island +9.5,"81-76, Rhode Island",0,12.53,14.5,1,WIN,0
2/17/2026,Kent St.,Bowling Green,A,Bowling Green -2.75,Kent St. +3.5 (-118),Kent St. +2,"78-71, Kent St.",0,9.75,9,1.5,WIN,0
2/17/2026,Akron,Western Michigan,A,Akron -12.25,Western Michigan +13.5 (-105),Western Michigan +14,"90-73, Akron",0,4.75,3,-0.5,LOSS,0
2/17/2026,Ball St.,Ohio,A,Ohio -8.8,Ball St. +9.5 (-108),Ball St. +9.5,"69-57, Ohio",0,3.2,2.5,0,LOSS,0
2/17/2026,Virginia Tech,Miami FL,A,Miami FL -8.8,Miami FL -8.5 (-108),Miami FL -8.5,"67-66, Miami FL",0,7.8,7.5,0,LOSS,0
2/17/2026,George Washington,VCU,A,VCU -5.22,George Washington +6.5 (-105),George Washington +6,"89-75, VCU",0,8.78,8,0.5,LOSS,0
2/17/2026,Wisconsin,Ohio St.,A,Wisconsin -0.23,Ohio St. +1.5 (-112),Ohio St. -1,"86-69, Ohio St.",0,17.23,16,2.5,WIN,0
2/17/2026,UCLA,Michigan St.,A,Michigan St. -9.26,UCLA +9.5 (-118),UCLA +8,"82-59, Michigan St.",0,13.74,15,1.5,LOSS,0
2/17/2026,Fresno St.,Wyoming,A,Wyoming -6.47,Fresno St. +8.5 (+100),Fresno St. +10,"92-82, Wyoming",0,3.53,0,-1.5,LOSS,0
2/17/2026,Southeast Missouri St.,Tennessee Martin,A,Tennessee Martin -4.35,Tennessee Martin -3.5 (-108),Tennessee Martin -2.5,"56-53, Southeast Missouri St.",0,7.35,5.5,-1,LOSS,0
2/17/2026,Nebraska,Iowa  ,A,Iowa -0.76,Nebraska +1.5 (-105),Nebraska +1.5,"57-52, Iowa",0,4.24,3.5,0,LOSS,0
2/17/2026,Georgia,Kentucky,A,Kentucky -2.52,Georgia +6.5 (-108),Georgia +6.5,"86-78, Georgia",1.02,10.52,14.5,0,WIN,0.944444444
2/17/2026,Baylor,Kansas St.,A,Baylor -4.17,Kansas St. +4.5 (-115),Kansas St. +4,"90-74, Kansas St.",0,20.17,20,0.5,WIN,0
2/17/2026,LSU,Texas,A,Texas -8.55,LSU +10.5 (-102),LSU +10.5,"88-85, Texas",0,5.55,7.5,0,WIN,0
2/17/2026,Air Force,New Mexico,A,New Mexico -24.54,Air Force +27.5 (-108),Air Force +28,"98-61, New Mexico",0,12.46,9,-0.5,LOSS,0
2/17/2026,Grand Canyon,San Diego St.,A,San Diego St. -4.45,Grand Canyon +8.5 (-115),Grand Canyon +8,"73-63, Grand Canyon",1.02,14.45,18,0.5,WIN,0.886956522
2/17/2026,Nevada,San Jose St.,A,Nevada -9.31,San Jose St. +10.5 (-105),San Jose St. +11,"87-71, San Jose St.",0,25.31,27,-0.5,WIN,0
2/17/2026,Minnesota,Oregon,A,Oregon -0.28,Minnesota +4.5 (-112),Minnesota +3.5,"61-44, Minnesota",1.02,17.28,20.5,1,WIN,0.910714286
2/17/2026,Texas Tech,Arizona St.,A,Texas Tech -6.53,Arizona St. +8.5 (-108),Arizona St. +7.5,"72-67, Arizona St.",0,11.53,12.5,1,WIN,0
2/18/2026,Rutgers,Penn St.,A,Penn St. -5.2,Penn St. -4.5 (-105),Penn St. -5,"85-72, Rutgers",0,18.2,18,0.5,LOSS,0
2/18/2026,Lafayette,Holy Cross,A,Holy Cross -0.86,Lafayette +1.5 (-122),Lafayette +1.5,"86-83, Lafayette",0,3.86,4.5,0,WIN,0
2/18/2026,VMI,Wofford,A,Wofford -15.81,Wofford -14.5 (-105),Wofford -13.5,"82-76, Wofford",0,9.81,7.5,-1,LOSS,0
2/18/2026,Butler,Georgetown,A,Georgetown -2.21,Butler +6.5 (-110),Butler +6.5,"93-89, Butler",0,6.21,10.5,0,WIN,0
2/18/2026,East Tennessee St.,Furman,A,Furman -2.25,Furman +0 (+100),Furman -1.5,"78-69, East Tennessee St.",1.06,11.25,10.5,1.5,LOSS,-1.06
2/18/2026,Cleveland St.,Youngstown St.,A,Youngstown St. -12.67,Youngstown St. -10.5 (-108),Youngstown St. -11.5,"106-82, Youngstown St.",0,11.33,12.5,1,WIN,0
2/18/2026,Arkansas  ,Alabama,A,Alabama -4.42,Arkansas +4.5 (-112),Arkansas +4.5,"117-115, Alabama",0,2.42,2.5,0,WIN,0
2/18/2026,Clemson,Wake Forest,A,Clemson -3.46,Wake Forest +3.5 (-108),Wake Forest +4,"85-77, Wake Forest",0,11.46,12,-0.5,WIN,0
2/18/2026,Saint Joseph's,St. Bonaventure,A,Saint Joseph's -1.19,Saint Joseph's +4.5 (-110),Saint Joseph's +5,"71-65, Saint Joseph's",2.12,4.81,11,-0.5,WIN,1.927272727
2/18/2026,Oklahoma,Tennessee,A,Tennessee -9.69,Oklahoma +10.5 (-102),Oklahoma +11,"89-66, Tennessee",0,13.31,12,-0.5,LOSS,0
2/18/2026,Dayton,George Mason,A,George Mason -0.61,Dayton +1.5 (-105),Dayton +2.5,"82-67, Dayton",0,15.61,17.5,-1,WIN,0
2/18/2026,Mississippi,Texas A&M  ,A,Texas A&M -11.38,Texas A&M -9.5 (-108),Texas A&M -9.5,"80-77, Texas A&M",0,8.38,6.5,0,LOSS,0
2/18/2026,Creighton,Connecticut,A,Connecticut -14.46,Creighton +16.5 (-108),Creighton +15.5,"91-84, Creighton",0,21.46,22.5,1,WIN,0
2/18/2026,UAB,Temple,A,Temple -0.3,UAB +1.5 (-125),UAB +1.5,"76-71, UAB",0,5.3,6.5,0,WIN,0
2/18/2026,Bradley,Valparaiso,A,Valparaiso -1.76,Valparaiso +2.5 (-108),Valparaiso +2.5,"79-72, Valparaiso",1.06,5.24,9.5,0,WIN,0.981481481
2/18/2026,Western Kentucky,Delaware  ,A,Western Kentucky -2.79,Delaware +3.5 (-110),Delaware +4,"88-87, Western Kentucky",0,1.79,3,-0.5,WIN,0
2/18/2026,Northern Iowa,Indiana St.,A,Northern Iowa -3.7,Indiana St. +4.5 (-112),Indiana St. +5,"81-60, Northern Iowa",0,17.3,16,-0.5,LOSS,0
2/18/2026,James Madison,Coastal Carolina,A,Coastal Carolina -2.76,Coastal Carolina +0 (-110),Coastal Carolina +1,"67-65, James Madison",1.06,4.76,1,-1,LOSS,-1.06
2/18/2026,Richmond,Davidson,A,Davidson -7.72,Davidson -5.5 (-110),Davidson -5,"65-63, Davidson",0,5.72,3,-0.5,LOSS,0
2/18/2026,Wichita St.,East Carolina,A,Wichita St. -7.31,East Carolina +7.5 (-108),East Carolina +8,"92-89, Wichita St.",0,4.31,5,-0.5,WIN,0
2/18/2026,La Salle,Duquesne,A,Duquesne -8.74,La Salle +11.5 (-115),La Salle +11,"62-61, Duquesne",0,7.74,10,0.5,WIN,0
2/18/2026,Purdue Fort Wayne,Northern Kentucky,A,Northern Kentucky -8,Northern Kentucky -6.5 (-105),Northern Kentucky -6,"87-71, Northern Kentucky",0,8,10,-0.5,WIN,0
2/18/2026,American,Bucknell,A,American -2.88,American -2.5 (-110),American -3.5,"75-57, American",0,15.12,14.5,1,WIN,0
2/18/2026,UNC Greensboro,Western Carolina,A,Western Carolina -6.66,Western Carolina -5.5 (-105),Western Carolina -5.5,"91-77, Western Carolina",0,7.34,8.5,0,WIN,0
2/18/2026,West Georgia,Eastern Kentucky,A,Eastern Kentucky -5.4,West Georgia +5.5 (-105),West Georgia +7,"81-80, Eastern Kentucky",0,4.4,6,-1.5,WIN,0
2/18/2026,Queens,North Alabama,A,Queens -7.66,Queens -7.5 (-118),Queens -8.5,"85-78, Queens",0,0.66,1.5,1,LOSS,0
2/18/2026,Jacksonville,Florida Gulf Coast,A,Florida Gulf Coast -5.22,Jacksonville +6.5 (-110),Jacksonville +6.5,"86-84, Florida Gulf Coast",0,3.22,4.5,0,WIN,0
2/18/2026,Lehigh,Navy,A,Navy -10.38,Navy -9.5 (-115),Navy -9.5,"72-49, Navy",0,12.62,13.5,0,WIN,0
2/18/2026,Loyola Chicago,Fordham,A,Fordham -10.51,Fordham -8.5 (-115),Fordham -8,"62-59, Fordham",0,7.51,5,-0.5,LOSS,0
2/18/2026,Army,Loyola MD,A,Loyola MD -4.41,Army +4.5 (-108),Army +4.5,"87-77, Army",0,14.41,14.5,0,WIN,0
2/18/2026,Southern Illinois,Drake,A,Southern Illinois -1.4,Drake +1.5 (-105),Drake +1.5,"66-61, Southern Illinois",0,3.6,3.5,0,LOSS,0
2/18/2026,Jacksonville St.,Louisiana Tech,A,Louisiana Tech -1.28,Jacksonville St. +2.5 (-115),Jacksonville St. +2.5,"77-71, Louisiana Tech",0,4.72,3.5,0,LOSS,0
2/18/2026,Middle Tennessee,Sam Houston St.,A,Sam Houston St. -4.57,Middle Tennessee +5.5 (-112),Middle Tennessee +3.5,"78-70, Sam Houston St.",0,3.43,4.5,2,LOSS,0
2/18/2026,Lipscomb,Bellarmine,A,Lipscomb -4.27,Lipscomb -3.5 (-108),Lipscomb -3.5,"75-72, Lipscomb",0,1.27,0.5,0,LOSS,0
2/18/2026,Troy,Louisiana Monroe,A,Troy -13.07,Louisiana Monroe +15.5 (-108),Louisiana Monroe +17.5,"77-76, Troy",0,12.07,16.5,-2,WIN,0
2/18/2026,North Dakota St.,South Dakota St.,A,North Dakota St. -3.85,North Dakota St. -1.5 (-102),North Dakota St. -1,"74-66, North Dakota St.",0,4.15,7,-0.5,WIN,0
2/18/2026,DePaul,Seton Hall,A,Seton Hall -6.14,DePaul +8.5 (-110),DePaul +7.5,"69-57, DePaul",0,18.14,19.5,1,WIN,0
2/18/2026,Kennesaw St.,Missouri St.,A,Missouri St. -2.74,Missouri St. -1.5 (-115),Missouri St. -1.5,"91-87, Kennesaw St.",0,6.74,5.5,0,LOSS,0
2/18/2026,Maryland,Northwestern  ,A,Northwestern -6.77,Maryland +8.5 (-115),Maryland +7.5,"78-74, Northwestern",0,2.77,3.5,1,WIN,0
2/18/2026,Charlotte,Tulsa,A,Tulsa -12.23,Charlotte +13.5 (-112),Charlotte +12.5,"79-74, Tulsa",0,7.23,7.5,1,WIN,0
2/18/2026,Illinois Chicago,Evansville,A,Illinois Chicago -8.17,Evansville +8.5 (-108),Evansville +8.5,"84-46, Illinois Chicago",0,29.83,29.5,0,LOSS,0
2/18/2026,Florida Atlantic,UTSA,A,Florida Atlantic -13.81,Florida Atlantic -12.5 (-115),Florida Atlantic -11.5,"60-52, Florida Atlantic",0,5.81,3.5,-1,LOSS,0
2/18/2026,North Carolina Central,South Carolina St.,A,North Carolina Central -0.1,South Carolina St. +3.5 (-115),South Carolina St. +2.5,"85-72, South Carolina St.",1.06,13.1,15.5,1,WIN,0.92173913
2/18/2026,Oral Roberts,Nebraska Omaha,A,Nebraska Omaha -7.54,Oral Roberts +9.5 (-112),Oral Roberts +6.5,"80-71, Nebraska Omaha",0,1.46,2.5,3,WIN,0
2/18/2026,Utah,West Virginia,A,West Virginia -9.39,Utah +10.5 (-115),Utah +10.5,"61-56, Utah",0,14.39,15.5,0,WIN,0
2/18/2026,BYU,Arizona  ,A,Arizona -11.13,BYU +11.5 (-108),BYU +11,"75-68, Arizona",0,4.13,4,0.5,WIN,0
2/18/2026,Vanderbilt,Missouri  ,A,Vanderbilt -4.78,Vanderbilt -4.5 (-102),Vanderbilt -3,"81-80, Missouri",0,5.78,4,-1.5,LOSS,0
2/18/2026,Auburn,Mississippi St.,A,Auburn -6.37,Auburn -4.5 (-108),Auburn -5.5,"91-85, Mississippi St.",0,12.37,11.5,1,LOSS,0
2/18/2026,Kansas,Oklahoma St.,A,Kansas -5.74,Kansas -5.5 (-112),Kansas -6.5,"81-69, Kansas",0,6.26,5.5,1,WIN,0
2/18/2026,St. John's,Marquette,A,St. John's -7.65,Marquette +9.5 (-110),Marquette +8.5,"70-70, St. John's",0,7.65,8.5,1,WIN,0
2/18/2026,Saint Mary's,Seattle,A,Saint Mary's -7.16,Seattle +10.5 (-108),Seattle +9.5,"72-70, Saint Mary's",1.06,5.16,7.5,1,WIN,0.981481481
2/18/2026,Murray St.,Illinois St.,A,Illinois St. -2.82,Illinois St. -2.5 (-115),Illinois St. -2,"78-61, Illinois St.",0,14.18,15,-0.5,WIN,0
2/18/2026,Virginia  ,Georgia Tech,A,Virginia -14.6,Virginia -13.5 (-105),Virginia -13.5,"94-68, Virginia",0,11.4,12.5,0,WIN,0
2/18/2026,Pacific,Washington St.,A,Washington St. -1.91,Washington St. -1.5 (-112),Washington St. -2.5,"87-70, Washington St.",0,15.09,14.5,1,WIN,0
2/18/2026,Illinois,USC,A,Illinois -10.89,Illinois -8.5 (-118),Illinois -8.5,"101-65, Illinois",0,25.11,27.5,0,WIN,0
2/18/2026,Pepperdine,Portland,A,Portland -8.36,Portland -6.5 (-105),Portland -7.5,"95-87, Pepperdine",0,16.36,15.5,1,LOSS,0
2/18/2026,Boise St.,Utah St.,A,Utah St. -7.99,Boise St. +9.5 (-105),Boise St. +9.5,"75-56, Utah St.",0,11.01,9.5,0,LOSS,0
2/18/2026,Colorado St.,UNLV,A,UNLV -2.82,UNLV -1.5 (-108),UNLV -2.5,"91-86, Colorado St.",0,7.82,7.5,1,LOSS,0
2/18/2026,Gonzaga,San Francisco,A,Gonzaga -10.86,San Francisco +15.5 (-105),San Francisco +15.5,"80-59, Gonzaga",1.06,10.14,5.5,0,LOSS,-1.06
2/19/2026,FIU,Liberty,A,Liberty -9.41,FIU +10.5 (-118),FIU +10,"90-89, Liberty",0,8.41,9,0.5,WIN,0
2/19/2026,Vermont,UMBC,A,UMBC -2.68,UMBC +0 (-105),UMBC +1.5,"75-62, UMBC",1.08,10.32,14.5,-1.5,WIN,1.028571429
2/19/2026,New Hampshire,UMass Lowell,A,UMass Lowell -3.81,New Hampshire +4.5 (-108),New Hampshire +3.5,"78-56, UMass Lowell",0,18.19,18.5,1,LOSS,0
2/19/2026,Binghamton,Bryant,A,Bryant -6.26,Bryant -5.5 (-115),Bryant -4.5,"79-67, Binghamton",0,18.26,16.5,-1,LOSS,0
2/19/2026,Marshall,Appalachian St.,A,Appalachian St. -5.73,Appalachian St. -2.5 (-115),Appalachian St. -3.5,"94-93, Marshall",1.08,6.73,4.5,1,LOSS,-1.08
2/19/2026,USC Upstate,Winthrop,A,Winthrop -12.2,USC Upstate +13.5 (-110),USC Upstate +13,"68-64, Winthrop",0,8.2,9,0.5,WIN,0
2/19/2026,William & Mary,Campbell,A,Campbell -1.88,Campbell -1.5 (+105),Campbell +2,"84-83, Campbell",0,0.88,3,-3.5,LOSS,0
2/19/2026,Memphis,South Florida,A,South Florida -8.94,South Florida -8.5 (-108),South Florida -9.5,"87-66, South Florida",0,12.06,11.5,1,WIN,0
2/19/2026,Drexel,Northeastern,A,Drexel -0.59,Northeastern +1.5 (-125),Northeastern -1.5,"70-61, Drexel",0,8.41,10.5,3,LOSS,0
2/19/2026,Charleston  ,North Carolina A&T,A,Charleston -1.53,North Carolina A&T +5.5 (-112),North Carolina A&T +4.5,"74-61, Charleston",1.08,11.47,8.5,1,LOSS,-1.08
2/19/2026,Monmouth,UNC Wilmington,A,UNC Wilmington -7.07,Monmouth +7.5 (-108),Monmouth +7.5,"79-69, UNC Wilmington",0,2.93,2.5,0,LOSS,0
2/19/2026,Longwood,Presbyterian,A,Presbyterian -2.29,Longwood +2.5 (-118),Longwood +2.5,"72-65, Presbyterian",0,4.71,4.5,0,LOSS,0
2/19/2026,Le Moyne,Central Connecticut,A,Central Connecticut -1.02,Le Moyne +4.5 (-112),Le Moyne +3.5,"78-77, Central Connecticut",1.08,0.02,2.5,1,WIN,0.964285714
2/19/2026,UNC Asheville,High Point,A,High Point -14.63,High Point -13.5 (-112),High Point -14.5,"74-48, High Point",0,11.37,11.5,1,WIN,0
2/19/2026,Austin Peay,North Florida,A,Austin Peay -10.96,Austin Peay -10.5 (-110),Austin Peay -11.5,"77-76, Austin Peay",0,9.96,10.5,1,LOSS,0
2/19/2026,IU Indy,Wright St.,A,Wright St. -12.57,Wright St. -12.5 (-108),Wright St. -11.5,"85-73, Wright St.",0,0.57,0.5,-1,LOSS,0
2/19/2026,Alabama St.,Bethune Cookman,A,Bethune Cookman -5.93,Bethune Cookman -5.5 (-108),Bethune Cookman -5.5,"82-71, Bethune Cookman",0,5.07,5.5,0,WIN,0
2/19/2026,Fairleigh Dickinson,Chicago St.,A,Fairleigh Dickinson -3.06,Fairleigh Dickinson -1.5 (-115),Fairleigh Dickinson -1.5,"60-59, Fairleigh Dickinson",0,2.06,0.5,0,LOSS,0
2/19/2026,LIU,Saint Francis,A,LIU -7.15,Saint Francis +9.5 (-112),Saint Francis +9,"91-89, LIU",0,5.15,7,0.5,WIN,0
2/19/2026,Albany,NJIT,A,NJIT -4.22,NJIT -3.5 (-110),NJIT -3.5,"81-63, Albany",0,22.22,21.5,0,LOSS,0
2/19/2026,Chattanooga,Mercer,A,Mercer -12.83,Mercer -10.5 (-110),Mercer -10,"94-90, Chattanooga",0,16.83,14,-0.5,LOSS,0
2/19/2026,Samford,The Citadel,A,Samford -6.95,The Citadel +10.5 (-112),The Citadel +10.5,"78-75, Samford",1.08,3.95,7.5,0,WIN,0.964285714
2/19/2026,Wagner,Mercyhurst,A,Mercyhurst -7.49,Mercyhurst -5.5 (-108),Mercyhurst -4,"83-80, Wagner",0,10.49,7,-1.5,LOSS,0
2/19/2026,Stonehill,New Haven,A,New Haven -4.28,New Haven -2.5 (-102),New Haven -2.5,"64-51, New Haven",0,8.72,10.5,0,WIN,0
2/19/2026,Gardner Webb,Radford,A,Radford -19.34,Gardner Webb +19.5 (-112),Gardner Webb +18.5,"82-70, Radford",0,7.34,6.5,1,WIN,0
2/19/2026,Cal Baptist,Utah Valley,A,Utah Valley -5.08,Cal Baptist +7.5 (-102),Cal Baptist +8,"65-46, Utah Valley",0,13.92,11,-0.5,LOSS,0
2/19/2026,Utah Tech,UT Arlington,A,UT Arlington -3.66,Utah Tech +4.5 (-112),Utah Tech +5,"63-50, UT Arlington",0,9.34,8,-0.5,LOSS,0
2/19/2026,Georgia Southern,Georgia St.,A,Georgia St. -0.88,Georgia Southern +1.5 (-122),Georgia Southern -1.5,"66-64, Georgia St.",0,1.12,3.5,3,LOSS,0
