Date,Team 1,Team 2,Venue (wrt Team 1),Predicted Spread,DK Line (Time of Bet),Closing Line,Actual Score,Units Risked,Error,Vegas Error,CLV,W/L,Payoff
2/13/2026,Yale,Dartmouth,A,Yale -6.62,Dartmouth +9.5 (-108),Dartmouth +10,"83-70, Yale",1.06,6.38,3,-0.5,LOSS,-1.06
2/13/2026,Saint Peter's,Sacred Heart,A,Saint Peter's -3.41,Saint Peter's -2.5 (-105),Saint Peter's -1.5,"78-71, Sacred Heart",0,10.41,8.5,-1,LOSS,0
2/13/2026,Quinnipiac,Siena,A,Siena -4.3,Siena -3.5 (-115),Siena -3.5,"74-62, Quinnipiac",0,16.3,15.5,0,LOSS,0
2/13/2026,Columbia,Penn,A,Penn -2.65,Penn -2.5 (-108),Penn -1.5,"76-67, Penn",0,6.35,7.5,-1,WIN,0
2/13/2026,Iona,Canisius,A,Iona -4.7,Canisius +5.5 (-112),Canisius +4.5,"69-63, Iona",0,1.3,1.5,1,LOSS,0
2/13/2026,Brown,Harvard,A,Harvard -8.11,Brown +8.5 (-115),Brown +8,"56-53, Harvard",0,5.11,5,0.5,WIN,0
2/13/2026,Mount St. Mary's,Rider,A,Mount St. Mary's -3.08,Rider +5.5 (-112),Rider +5,"65-55, Mount St. Mary's",0,6.92,5,0.5,LOSS,0
2/13/2026,Michigan St.,Wisconsin,A,Michigan St. -0.09,Wisconsin +2.5 (-112),Wisconsin +2,"92-71, Wisconsin",0,21.09,23,0.5,WIN,0
2/13/2026,Saint Louis,Loyola Chicago,A,Saint Louis -16.73,Loyola Chicago +18.5 (-108),Loyola Chicago +17.5,"86-59, Saint Louis",0,10.27,9.5,1,LOSS,0
2/13/2026,Massachusetts,Akron,A,Akron -11.46,Massachusetts +12.5 (-105),Massachusetts +12.5,"99-92, Akron",0,4.46,5.5,0,WIN,0
2/13/2026,Ohio,Miami OH,A,Miami OH -11,Miami OH -10.5 (+100),Miami OH -8,"90-74, Miami OH",0,5,8,-2.5,WIN,0
2/13/2026,UNLV,Boise St.,A,Boise St. -9.63,Boise St. -9.5 (-115),Boise St. -10.5,"86-83, UNLV",0,12.63,13.5,1,LOSS,0
2/13/2026,Hampton,North Carolina A&T,A,Hampton -3.13,Hampton -2.5 (-105),Hampton -3,"71-70, North Carolina A&T",0,4.13,4,0.5,LOSS,0
2/14/2026,TCU,Oklahoma St.,A,TCU -0.04,TCU +1.5 (-120),TCU +0,"95-92, TCU",0,2.96,3,1.5,WIN,0
2/14/2026,Clemson,Duke,A,Duke -11.05,Clemson +13.5 (-105),Clemson +13,"67-54, Duke",0,1.95,0,0.5,WIN,0
2/14/2026,California,Boston College,A,California -0.1,Boston College +4.5 (-118),Boston College +3.5,"86-75, California",0,10.9,7.5,1,LOSS,0
2/14/2026,Navy,Colgate,A,Colgate -1.1,Navy +1.5 (-122),Navy +1,"84-80, Navy",0,5.1,5,0.5,WIN,0
2/14/2026,Georgia Tech,Notre Dame,A,Notre Dame -8.41,Notre Dame -7.5 (-112),Notre Dame -6,"89-74, Notre Dame",0,6.59,9,-1.5,WIN,0
2/14/2026,Fordham,Rhode Island,A,Rhode Island -4.62,Fordham +5.5 (-108),Fordham +5,"70-66, Fordham",0,8.62,9,0.5,WIN,0
2/14/2026,Samford,East Tennessee St.,A,East Tennessee St. -7.03,East Tennessee St. -6.5 (-108),East Tennessee St. -6,"82-72, Samford",0,17.03,16,-0.5,LOSS,0
2/14/2026,UCLA,Michigan,A,Michigan -16.45,Michigan -15.5 (-112),Michigan -16,"86-56, Michigan",0,13.55,14,0.5,WIN,0
2/14/2026,Kansas,Iowa St.,A,Iowa St. -6.42,Kansas +6.5 (-105),Kansas +7.5,"74-56, Iowa St.",0,11.58,10.5,-1,LOSS,0
2/14/2026,St. John's,Providence,A,St. John's -4.66,Providence +6.5 (-105),Providence +7,"79-69, St. John's",0,5.34,3,-0.5,LOSS,0
2/14/2026,Texas A&M  ,Vanderbilt,A,Vanderbilt -7.3,Vanderbilt -6.5 (-112),Vanderbilt -7.5,"82-69, Vanderbilt",0,5.7,5.5,1,WIN,0
2/14/2026,Northwestern,Nebraska  ,A,Nebraska -12.38,Northwestern +12.5 (-110),Northwestern +13.5,"68-49, Nebraska",0,6.62,5.5,-1,LOSS,0
2/14/2026,UMBC,New Hampshire,A,UMBC -1.5,New Hampshire +2.5 (-110),New Hampshire +2.5,"85-63, UMBC",0,20.5,19.5,0,LOSS,0
2/14/2026,LIU,New Haven,A,LIU -4.76,New Haven +7.5 (-112),New Haven +6.5,"55-52, New Haven",1.06,7.76,9.5,1,WIN,0.946428571
2/14/2026,Mercer,The Citadel,A,Mercer -10.45,Mercer -9.5 (-115),Mercer -11.5,"70-54, Mercer",0,5.55,4.5,2,WIN,0
2/14/2026,Bucknell,Boston University,A,Boston University -5.45,Bucknell +6.5 (-105),Bucknell +5.5,"82-69, Boston University",0,7.55,7.5,1,LOSS,0
2/14/2026,Chicago St.,Le Moyne,A,Le Moyne -10.5,Le Moyne -7.5 (-102),Le Moyne -6.5,"81-63, Le Moyne",1.06,7.5,11.5,-1,WIN,1.039215686
2/14/2026,Furman,VMI,A,Furman -11.85,VMI +13.5 (-115),VMI +11.5,"90-72, Furman",0,6.15,6.5,2,LOSS,0
2/14/2026,SMU,Syracuse,A,SMU -0.92,Syracuse +2.5 (-105),Syracuse +2.5,"79-78, Syracuse",0,1.92,3.5,0,WIN,0
2/14/2026,Florida St.,Virginia Tech,A,Virginia Tech -3.8,Florida St. +6.5 (-108),Florida St. +4.5,"92-69, Florida St.",1.06,26.8,27.5,2,WIN,0.981481481
2/14/2026,Pittsburgh,North Carolina,A,North Carolina -13.48,North Carolina -11.5 (-105),North Carolina -11.5,"79-65, North Carolina",0,0.52,2.5,0,WIN,0
2/14/2026,North Dakota St.,North Dakota,A,North Dakota St. -6.35,North Dakota +6.5 (-112),North Dakota +5.5,"83-66, North Dakota St.",0,10.65,11.5,1,LOSS,0
2/14/2026,Elon,William & Mary,A,William & Mary -6.72,Elon +7.5 (-112),Elon +8,"81-78, Elon",0,9.72,11,-0.5,WIN,0
2/14/2026,Liberty,UTEP,A,Liberty -7.6,Liberty -7.5 (-108),Liberty -6.5,"73-64, Liberty",0,1.4,2.5,-1,WIN,0
2/14/2026,Kent St.,Ball St.,A,Kent St. -5.61,Ball St. +8.5 (-115),Ball St. +7.5,"75-68, Kent St.",1.06,1.39,0.5,1,WIN,0.92173913
2/14/2026,Louisiana Tech,FIU,A,FIU -5.1,FIU -3.5 (-115),FIU -3,"77-64, FIU",0,7.9,10,-0.5,WIN,0
2/14/2026,Central Connecticut,Fairleigh Dickinson,A,Fairleigh Dickinson -4.17,Fairleigh Dickinson +1.5 (-125),Fairleigh Dickinson -1,"63-57, Central Connecticut",2.12,10.17,7,2.5,LOSS,-2.12
2/14/2026,East Carolina,Rice,A,Rice -5.77,Rice -5.5 (-102),Rice -4.5,"85-75, East Carolina",0,15.77,14.5,-1,LOSS,0
2/14/2026,Mercyhurst,Saint Francis,A,Mercyhurst -3.74,Mercyhurst -2.5 (-115),Mercyhurst -2,"94-79, Mercyhurst",0,11.26,13,-0.5,WIN,0
2/14/2026,Wagner,Stonehill,A,Stonehill -3.33,Wagner +3.5 (-115),Wagner +3.5,"68-57, Wagner",0,14.33,14.5,0,WIN,0
2/14/2026,Presbyterian,UNC Asheville,A,UNC Asheville -3.73,UNC Asheville -3.5 (-115),UNC Asheville -5,"58-57, Presbyterian",0,4.73,6,1.5,LOSS,0
2/14/2026,Western Michigan,Eastern Michigan,A,Eastern Michigan -8.52,Eastern Michigan -7.5 (-102),Eastern Michigan -6.5,"76-62, Western Michigan",0,22.52,20.5,-1,LOSS,0
2/14/2026,West Georgia,Central Arkansas,A,Central Arkansas -11.87,Central Arkansas -11.5 (-105),Central Arkansas -10.5,"79-62, Central Arkansas",0,5.13,6.5,-1,WIN,0
2/14/2026,Stetson,Florida Gulf Coast,A,Florida Gulf Coast -8.75,Stetson +9.5 (+100),Stetson +11.5,"78-76, Florida Gulf Coast",0,6.75,9.5,-2,WIN,0
2/14/2026,Army,American,A,American -9.89,American -9.5 (-110),American -9.5,"75-63, American",0,2.11,2.5,0,WIN,0
2/14/2026,High Point,Gardner Webb,A,High Point -22.73,Gardner Webb +25.5 (-108),Gardner Webb +25.5,"112-87, High Point",1.06,2.27,0.5,0,WIN,0.981481481
2/14/2026,Bryant,Vermont,A,Vermont -13.03,Vermont -12.5 (-110),Vermont -13.5,"90-63, Vermont",0,13.97,13.5,1,WIN,0
2/14/2026,Villanova,Creighton,A,Villanova -3.42,Creighton +3.5 (-108),Creighton +2,"80-69, Villanova",0,7.58,9,1.5,LOSS,0
2/14/2026,Charleston Southern,Radford,A,Radford -3.59,Radford -3.5 (-112),Radford -4.5,"90-80, Radford",0,6.41,5.5,1,WIN,0
2/14/2026,Kentucky,Florida  ,A,Florida -15.39,Florida -12.5 (-115),Florida -12.5,"92-83, Florida",1.06,6.39,3.5,0,LOSS,-1.06
2/14/2026,Marquette,Xavier,A,Xavier -1.75,Marquette +2.5 (-115),Marquette +2,"96-88, Xavier",0,6.25,6,0.5,LOSS,0
2/14/2026,Penn St.,Oregon,A,Oregon -5.59,Penn St. +6.5 (-110),Penn St. +6,"83-72, Oregon",0,5.41,5,0.5,LOSS,0
2/14/2026,South Alabama,Arkansas St.,A,Arkansas St. -8.03,Arkansas St. -7.5 (-112),Arkansas St. -8.5,"92-88, South Alabama",0,12.03,12.5,1,LOSS,0
2/14/2026,Southern Utah,UT Arlington,A,UT Arlington -8.11,Southern Utah +8.5 (-108),Southern Utah +8.5,"78-73, Southern Utah",0,13.11,13.5,0,WIN,0
2/14/2026,USC Upstate,Longwood,A,Longwood -6.13,USC Upstate +6.5 (-112),USC Upstate +6,"82-75, Longwood",0,0.87,1,0.5,LOSS,0
2/14/2026,NJIT,Maine,A,NJIT -3.22,NJIT -1.5 (-115),NJIT -1,"67-58, NJIT",0,5.78,8,-0.5,WIN,0
2/14/2026,Delaware  ,Missouri St.,A,Missouri St. -11.26,Missouri St. -7.5 (-112),Missouri St. -9,"76-67, Delaware",1.06,20.26,18,1.5,LOSS,-1.06
2/14/2026,Louisiana Monroe,Texas St.,A,Texas St. -14.31,Texas St. -13.5 (-118),Texas St. -14,"95-84, Texas St.",0,3.31,3,0.5,LOSS,0
2/14/2026,Georgia,Oklahoma  ,A,Georgia -0.66,Georgia +1.5 (-105),Georgia +1.5,"94-78, Oklahoma",0,16.66,14.5,0,LOSS,0
2/14/2026,Florida A&M,Jackson St.,A,Florida A&M -2.36,Florida A&M -1.5 (-102),Florida A&M  -2.5,"80-60, Jackson St.",0,22.36,22.5,1,LOSS,0
2/14/2026,Tennessee St.,Morehead St.,A,Morehead St. -0.69,Morehead St. +1.5 (-112),Morehead St. +1,"94-86, Morehead St.",0,7.31,9,0.5,WIN,0
2/14/2026,Georgia St.,Old Dominion,A,Old Dominion -2.87,Georgia St. +3.5 (-105),Georgia St. +4,"78-55, Old Dominion",0,20.13,19,-0.5,LOSS,0
2/14/2026,Baylor,Louisville,A,Louisville -8.92,Louisville -6.5 (-105),Louisville -7,"82-71, Louisville",0,2.08,4,0.5,WIN,0
2/14/2026,Miami FL,N.C. State,A,N.C. State -3.6,Miami FL +5.5 (-115),Miami FL +5.5,"77-76, Miami FL",0,4.6,6.5,0,WIN,0
2/14/2026,Stanford,Wake Forest,A,Wake Forest -1.69,Stanford +4.5 (-115),Stanford +4.5,"68-63, Wake Forest",0,3.31,0.5,0,LOSS,0
2/14/2026,Duquesne,St. Bonaventure,A,Duquesne -0.95,Duquesne +2.5 (-118),Duquesne +2,"78-73, Duquesne",1.06,4.05,7,0.5,WIN,0.898305085
2/14/2026,Hofstra,UNC Wilmington,A,UNC Wilmington -1.24,Hofstra +2.5 (-110),Hofstra +2.5,"70-66, UNC Wilmington",0,2.76,1.5,0,LOSS,0
2/14/2026,Wyoming,Colorado St.,A,Colorado St. -1.56,Wyoming +4.5 (-105),Wyoming +3.5,"79-68, Colorado St.",1.06,9.44,7.5,1,LOSS,-1.06
2/14/2026,Colorado,BYU,A,BYU -12.55,Colorado +14.5 (-110),Colorado +15.5,"90-86, BYU",0,8.55,11.5,-1,WIN,0
2/14/2026,Kansas St.,Houston,A,Houston -22.96,Houston -22.5 (-115),Houston -21.5,"78-64, Houston",0,8.96,7.5,-1,LOSS,0
2/14/2026,Tarleton St.,Abilene Christian,A,Abilene Christian -1.38,Tarleton St. +2.5 (-112),Tarleton St. +4,"73-59, Abilene Christian",0,12.62,10,-1.5,LOSS,0
2/14/2026,Portland St.,Northern Colorado,A,Northern Colorado -2.83,Portland St. +3.5 (-115),Portland St. +4,"77-65, Northern Colorado",0,9.17,8,-0.5,LOSS,0
2/14/2026,Appalachian St.,James Madison,A,Appalachian St. -2.14,Appalachian St. -1.5 (-112),Appalachian St. -1.5,"69-58, James Madison",0,13.14,12.5,0,LOSS,0
2/14/2026,Lipscomb,Queens,A,Queens -3.81,Queens -1.5 (-115),Queens -3.5,"87-81, Queens",0,2.19,2.5,2,WIN,0
2/14/2026,Arkansas Pine Bluff,Alabama St.,A,Alabama St. -1.77,Arkansas Pine Bluff +2.5 (-108),Arkansas Pine Bluff +3.5,"79-61, Alabama St.",0,16.23,14.5,-1,LOSS,0
2/14/2026,Bethune Cookman,Alcorn St.,A,Bethune Cookman -7.47,Alcorn St. +7.5 (-115),Alcorn St. +8,"57-55, Alcorn St.",0,9.47,10,-0.5,WIN,0
2/14/2026,North Florida,Jacksonville  ,A,Jacksonville -8.38,Jacksonville -6.5 (-115),Jacksonville -7.5,"63-56, Jacksonville",0,1.38,0.5,1,WIN,0
2/14/2026,Albany,Binghamton,A,Albany -4.97,Albany -4.5 (-115),Albany -4.5,"77-74, Albany",0,1.97,1.5,0,LOSS,0
2/14/2026,Western Carolina,Chattanooga,A,Western Carolina -1.93,Western Carolina +1.5 (-112),Western Carolina +1.5,"81-76, Western Carolina",1.06,3.07,6.5,0,WIN,0.946428571
2/14/2026,Southeast Missouri St.,Lindenwood,A,Lindenwood -3.24,Lindenwood -1.5 (-118),Lindenwood -1.5,"73-61, Southeast Missouri St.",0,15.24,13.5,0,LOSS,0
2/14/2026,Lamar,Texas A&M Corpus Chris,A,Texas A&M Corpus Chris -3.45,Lamar +3.5 (-115),Lamar +2,"76-63, Texas A&M Corpus Chris",0,9.55,11,1.5,LOSS,0
2/14/2026,Tennessee Martin,SIU Edwardsville,A,SIU Edwardsville -0.03,SIU Edwardsville +1.5 (-115),SIU Edwardsville +1.5,"81-76, Tennessee Martin",0,5.03,3.5,0,LOSS,0
2/14/2026,New Orleans,Houston Christian,A,New Orleans -2.36,New Orleans -1.5 (+105),New Orleans +1.5,"61-60, Houston Christian",0,3.36,0.5,-3,LOSS,0
2/14/2026,Southeastern Louisiana,Northwestern St.,A,Southeastern Louisiana -0.98,Southeastern Louisiana +1.5 (-112),Southeastern Louisiana +1,"69-66, Northwestern St.",0,3.98,2,0.5,LOSS,0
2/14/2026,Little Rock,Eastern Illinois,A,Eastern Illinois -1.81,Eastern Illinois +1.5 (-105),Eastern Illinois +2,"78-72, Eastern Illinois",1.06,4.19,8,-0.5,WIN,1.00952381
2/14/2026,Maryland Eastern Shore,Howard,A,Howard -12.98,Howard -11.5 (-105),Howard -10.5,"79-53, Howard",0,13.02,15.5,-1,WIN,0
2/14/2026,Delaware St.,Norfolk St.,A,Norfolk St. -5.97,Delaware St. +9.5 (-110),Delaware St. +9.5,"75-58, Norfolk St.",1.06,11.03,7.5,0,LOSS,-1.06
2/14/2026,Coppin St.,North Carolina Central,A,North Carolina Central -9.35,Coppin St. +11.5 (-110),Coppin St. +10.5,"58-56, Coppin St.",0,11.35,12.5,1,WIN,0
2/14/2026,Purdue,Iowa  ,A,Purdue -1.56,Iowa +2.5 (-115),Iowa +2,"78-57, Purdue",0,19.44,19,0.5,LOSS,0
2/14/2026,Sam Houston St.,Kennesaw St.,A,Kennesaw St. -1.74,Kennesaw St. -1.5 (+102),Kennesaw St. -2,"83-79, Sam Houston St.",0,5.74,6,0.5,LOSS,0
2/14/2026,Toledo,Bowling Green,A,Bowling Green -4.74,Bowling Green -3.5 (-118),Bowling Green -3.5,"80-70, Bowling Green",0,5.26,6.5,0,WIN,0
2/14/2026,Weber St.,Eastern Washington,A,Eastern Washington -2.04,Weber St. +3.5 (-118),Weber St. +3,"84-66, Eastern Washington",0,15.96,15,0.5,LOSS,0
2/14/2026,New Mexico St.,Jacksonville St.,A,Jacksonville St. -2.87,Jacksonville St. -1.5 (-115),Jacksonville St. -2,"79-70, New Mexico St.",0,11.87,11,0.5,LOSS,0
2/14/2026,Loyola Marymount,Pepperdine,A,Loyola Marymount -3.05,Pepperdine +5.5 (-110),Pepperdine +5.5,"90-89, Pepperdine",0,4.05,6.5,0,WIN,0
2/14/2026,Wofford,UNC Greensboro,A,Wofford -2.25,UNC Greensboro +2.5 (-112),UNC Greensboro +1.5,"99-89, UNC Greensboro",0,12.25,11.5,1,WIN,0
2/14/2026,Grambling St.,Texas Southern,A,Grambling St. -1.15,Texas Southern +1.5 (-122),Texas Southern -1,"82-79, Texas Southern",0,4.15,2,2.5,WIN,0
2/14/2026,Nicholls St.,Incarnate Word,A,Incarnate Word -0.55,Nicholls St. +2.5 (-110),Nicholls St. +2.5,"91-83, Nicholls St.",0,8.55,10.5,0,WIN,0
2/14/2026,Grand Canyon,San Jose St.,A,Grand Canyon -10.48,San Jose St. +11.5 (-110),San Jose St. +12,"94-79, Grand Canyon",0,4.52,3,-0.5,LOSS,0
2/14/2026,Long Beach St.,UC Davis,A,UC Davis -5.53,UC Davis -5.5 (-105),UC Davis -4.5,"71-54, UC Davis",0,11.47,12.5,-1,WIN,0
2/14/2026,Lehigh,Lafayette,A,Lafayette -2.62,Lafayette -2.5 (-102),Lafayette -2.5,"78-69, Lehigh",0,11.62,11.5,0,LOSS,0
2/14/2026,Idaho St.,Idaho,A,Idaho -7.56,Idaho -5.5 (-112),Idaho -6.5,"99-69, Idaho",0,22.44,23.5,1,WIN,0
2/14/2026,Northern Illinois,Central Michigan,A,Central Michigan -4.03,Central Michigan -3.5 (-112),Central Michigan -4,"88-46, Central Michigan",0,37.97,38,0.5,WIN,0
2/14/2026,Tennessee Tech,Southern Indiana,A,Southern Indiana -3.49,Southern Indiana -1.5 (-108),Southern Indiana +1,"82-74, Tennessee Tech",0,11.49,7,-2.5,LOSS,0
2/14/2026,Air Force,Fresno St.,A,Fresno St. -15.37,Air Force +16.5 (-115),Air Force +14,"93-63, Fresno St.",0,14.63,16,2.5,LOSS,0
2/14/2026,Mississippi Valley St.,Alabama A&M,A,Alabama A&M -17.29,Mississippi Valley St. +17.5 (-112),Mississippi Valley St. +15.5,"72-65, Alabama A&M",0,10.29,8.5,2,WIN,0
2/14/2026,Stephen F. Austin,UT Rio Grande Valley,A,Stephen F. Austin -2.74,Stephen F. Austin -1.5 (-115),Stephen F. Austin +1,"66-57, Stephen F. Austin",0,6.26,10,-2.5,WIN,0
2/14/2026,Southern  ,Prairie View A&M,A,Southern -2.69,Prairie View +3.5 (-115),Prairie View A&M +4.5,"87-82, Southern",0,2.31,0.5,-1,LOSS,0
2/14/2026,Bellarmine,Austin Peay,A,Austin Peay -13.51,Austin Peay -9.5 (-118),Austin Peay -9.5,"90-70, Austin Peay",1.06,6.49,10.5,0,WIN,0.898305085
2/14/2026,West Virginia,UCF,A,UCF -2.73,West Virginia +3.5 (-112),West Virginia +3,"74-67, West Virginia",0,9.73,10,0.5,WIN,0
2/14/2026,VCU,Richmond,A,VCU -7.02,Richmond +7.5 (-108),Richmond +7.5,"78-67, VCU",0,3.98,3.5,0,LOSS,0
2/14/2026,Cornell,Penn,A,Penn -0.01,Penn +2.5 (-108),Penn +2.5,"82-76, Penn",1.06,5.99,8.5,0,WIN,0.981481481
2/14/2026,LSU,Tennessee,A,Tennessee -10.83,LSU +14.5 (-110),LSU +14.5,"73-63, Tennessee",0,0.83,4.5,0,WIN,0
2/14/2026,Columbia,Princeton,A,Columbia -0.52,Princeton +1.5 (-110),Princeton +1,"75-65, Columbia",0,9.48,9,0.5,LOSS,0
2/14/2026,McNeese St.,East Texas A&M,A,McNeese St. -8.89,East Texas A&M +12.5 (-105),East Texas A&M +13,"97-54, McNeese St.",1.06,34.11,30,-0.5,LOSS,-1.06
2/14/2026,Brown,Dartmouth,A,Dartmouth -3.8,Dartmouth -3.5 (-110),Dartmouth -3,"79-76, Brown",0,6.8,6,-0.5,LOSS,0
2/14/2026,Texas Tech,Arizona,A,Arizona -9.24,Texas Tech +9.5 (-115),Texas Tech +9,"78-75, Texas Tech",0,12.24,12,0.5,WIN,0
2/14/2026,Mississippi St.,Mississippi,A,Mississippi -3.49,Mississippi St. +3.5 (-108),Mississippi St. +3.5,"90-78, Mississippi St.",0,15.49,15.5,0,WIN,0
2/14/2026,Yale,Harvard,A,Yale -3.27,Harvard +5.5 (-112),Harvard +4.5,"76-75, Yale",0,2.27,3.5,1,WIN,0
2/14/2026,Tulsa,Wichita St.,A,Wichita St. -0.62,Tulsa +1.5 (-115),Tulsa +1.5,"81-77, Wichita St.",0,3.38,2.5,0,LOSS,0
2/14/2026,UC Santa Barbara,Cal Poly,A,UC Santa Barbara -4.48,Cal Poly +4.5 (-108),Cal Poly +4,"89-79, Cal Poly",0,14.48,14,0.5,WIN,0
2/14/2026,Ohio St.,Virginia  ,A,Virginia -4.76,Virginia -3.5 (-115),Virginia -5.5,"70-66, Virginia",0,0.76,1.5,2,WIN,0
2/14/2026,Hawaii,Cal St. Northridge,A,Hawaii -2.75,Cal St. Northridge +3.5 (-112),Cal St. Northridge +3,"84-60, Cal St. Northridge",0,26.75,27,0.5,WIN,0
2/14/2026,Memphis,Utah St.,A,Utah St. -13.88,Utah St. -13.5 (-105),Utah St. -13.5,"99-75, Utah St.",0,10.12,10.5,0,WIN,0
2/14/2026,Georgetown,Connecticut,A,Connecticut -14.71,Georgetown +16.5 (-110),Georgetown +16.5,"79-75, Connecticut",0,10.71,12.5,0,WIN,0
2/14/2026,Middle Tennessee,Western Kentucky,A,Western Kentucky -1.67,Middle Tennessee +3.5 (-110),Middle Tennessee +3.5,"82-80, Western Kentucky",0,0.33,1.5,0,WIN,0
2/14/2026,Sacramento St.,Northern Arizona,A,Sacramento St. -0.66,Sacramento St. +1.5 (-120),Sacramento St. +2.5,"79-74, Northern Arizona",0,5.66,2.5,-1,LOSS,0
2/14/2026,South Dakota St.,Oral Roberts,A,South Dakota St. -2.93,Oral Roberts +6.5 (-115),Oral Roberts +5.5,"87-69, South Dakota St.",1.06,15.07,12.5,1,LOSS,-1.06
2/14/2026,St. Thomas,UMKC,A,St. Thomas -12.22,UMKC +13.5 (-105),UMKC +13,"104-64, St. Thomas",0,27.78,27,0.5,LOSS,0
2/14/2026,Auburn,Arkansas  ,A,Arkansas -2.42,Auburn +8.5 (-110),Auburn +7,"88-75, Arkansas",1.06,10.58,6,1.5,LOSS,-1.06
2/14/2026,Texas,Missouri  ,A,Texas -0.21,Missouri +1.5 (-122),Missouri -2,"85-68, Texas",0,16.79,19,3.5,LOSS,0
2/14/2026,South Carolina,Alabama,A,Alabama -15.23,South Carolina +17.5 (-108),South Carolina +17.5,"89-75, Alabama",0,1.23,3.5,0,WIN,0
2/14/2026,Marshall,Georgia Southern,A,Marshall -0.5,Georgia Southern +2.5 (-108),Georgia Southern +3,"101-87, Georgia Southern",0,14.5,17,-0.5,WIN,0
2/14/2026,Troy,Southern Miss,A,Troy -2.19,Southern Miss +4.5 (-110),Southern Miss +5,"69-65, Southern Miss",0,6.19,9,-0.5,WIN,0
2/14/2026,Minnesota,Washington,A,Washington -3.98,Minnesota +6.5 (-110),Minnesota +6.5,"69-57, Washington",0,8.02,5.5,0,LOSS,0
2/14/2026,Cal Baptist,Utah Tech,A,Cal Baptist -2.73,Cal Baptist -2.5 (-118),Cal Baptist -3,"70-65, Utah Tech",0,7.73,8,0.5,LOSS,0
2/14/2026,Montana St.,Montana,A,Montana -0.31,Montana St. +1.5 (-108),Montana St. +2.5,"82-71, Montana St.",0,11.31,13.5,-1,WIN,0
2/14/2026,Nevada,San Diego St.,A,San Diego St. -5.47,Nevada +8.5 (-112),Nevada +8,"71-57, San Diego St.",1.06,8.53,6,0.5,LOSS,-1.06
2/14/2026,Cal St. Fullerton,UC Irvine,A,UC Irvine -7.65,UC Irvine -7.5 (-115),UC Irvine -8,"86-65, UC Irvine",0,13.35,13,0.5,WIN,0
2/14/2026,UC Riverside,UC San Diego,A,UC San Diego -11.11,UC San Diego -10.5 (-112),UC San Diego -11,"72-66, UC San Diego",0,5.11,5,0.5,LOSS,0
2/14/2026,Gonzaga,Santa Clara,A,Gonzaga -0.1,Santa Clara +4.5 (-110),Santa Clara +5,"94-86, Gonzaga",1.06,7.9,3,-0.5,LOSS,-1.06
2/14/2026,Saint Mary's,Pacific,A,Saint Mary's -5.32,Pacific +8.5 (-115),Pacific +7,"72-61, Saint Mary's",1.06,5.68,4,1.5,LOSS,-1.06
2/15/2026,Maryland,Rutgers,A,Rutgers -0.81,Maryland +2.5 (-115),Maryland +1.5,"68-57, Rutgers",0,10.19,9.5,1,LOSS,0
2/15/2026,Utah,Cincinnati,A,Cincinnati -11.19,Utah +11.5 (-115),Utah +11.5,"69-65, Cincinnati",0,7.19,7.5,0,WIN,0
2/15/2026,UTSA,Charlotte,A,Charlotte -15.7,Charlotte -14.5 (-115),Charlotte -14.5,"88-79, UTSA",0,24.7,23.5,0,LOSS,0
2/15/2026,Indiana,Illinois,A,Illinois -10.32,Indiana +10.5 (-112),Indiana +10.5,"71-51, Illinois",0,9.68,9.5,0,LOSS,0
2/15/2026,Youngstown St.,Detroit Mercy,A,Youngstown St. -1.92,Detroit Mercy +2.5 (-110),Detroit Mercy +3.5,"76-70, Detroit Mercy",0,7.92,9.5,-1,WIN,0
2/15/2026,Denver,Nebraska Omaha,A,Nebraska Omaha -2.08,Denver +2.5 (-108),Denver +2.5,"83-76, Nebraska Omaha",0,4.92,4.5,0,LOSS,0
2/15/2026,Manhattan,Canisius,A,Canisius -0.64,Canisius +1.5 (-110),Canisius +1.5,"69-65, Manhattan",0,4.64,2.5,0,LOSS,0
2/15/2026,Holy Cross,Loyola MD,A,Loyola MD -4.51,Loyola MD -4.5 (-105),Loyola MD -3.5,"83-73, Loyola MD",0,5.49,6.5,-1,WIN,0
2/15/2026,South Florida,Florida Atlantic,A,South Florida -1.88,Florida Atlantic +4.5 (-115),Florida Atlantic +5,"83-81, South Florida",0,0.12,3,-0.5,WIN,0
2/15/2026,Oakland,Robert Morris,A,Robert Morris -1.68,Robert Morris -1.5 (-108),Robert Morris -1.5,"93-69, Robert Morris",0,22.32,22.5,0,WIN,0
2/15/2026,Merrimack,Quinnipiac,A,Quinnipiac -2.4,Quinnipiac -1.5 (-112),Quinnipiac -1.5,"56-49, Merrimack",0,9.4,8.5,0,LOSS,0
2/15/2026,Bradley,Southern Illinois,A,Southern Illinois -3.87,Southern Illinois -2.5 (-115),Southern Illinois -2.5,"70-60, Bradley",0,13.87,12.5,0,LOSS,0
2/15/2026,North Texas,Temple,A,Temple -3.04,Temple -2.5 (-112),Temple -2.5,"65-62, North Texas",0,6.04,5.5,0,LOSS,0
2/15/2026,Tulane,UAB,A,UAB -8.05,UAB -6.5 (-110),UAB -6,"55-54, Tulane",0,9.05,7,-0.5,LOSS,0
2/15/2026,Indiana St.,Valparaiso,A,Valparaiso -5.64,Valparaiso -4.5 (-118),Valparaiso -5.5,"76-75, Valparaiso",0,4.64,4.5,1,LOSS,0
